APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
9.666666666666666,0.0,1,4,20:44,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
20.0,0.0,0,0,20:48,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
31.666666666666668,0.0,1,0,20:52,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
41.0,0.0,1,0,20:56,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
45.0,0.0,1,0,20:59,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
49.333333333333336,0.0,0,0,21:03,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
47.666666666666664,0.0,1,0,21:07,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
74.0,361.6666666666667,28,0,24:32,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
35.0,0.0,11,0,24:35,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
12.0,0.0,2,0,24:39,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
3.6666666666666665,0.0,1,0,24:43,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
2.0,0.0,0,0,24:46,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
14.333333333333334,0.0,1,0,24:51,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
43.0,0.0,1,0,24:55,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
47.666666666666664,0.0,1,0,24:59,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
38.333333333333336,0.0,1,0,25:03,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
25.666666666666668,0.0,1,0,25:06,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
24.333333333333332,0.0,3,0,25:10,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
29.666666666666668,0.0,1,0,25:14,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
38.333333333333336,0.0,1,0,25:17,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
43.666666666666664,0.0,1,2,25:21,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
45.0,0.0,1,2,25:25,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
42.666666666666664,0.0,2,2,25:28,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
27.0,0.0,1,0,25:32,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
0.3333333333333333,53.333333333333336,1,1,32:15,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
35.333333333333336,238.0,106,0,32:19,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
65.66666666666667,72.33333333333333,145,0,32:23,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
87.66666666666667,18.333333333333332,97,0,32:27,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
75.66666666666667,0.0,23,0,32:30,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
40.0,1.6666666666666667,6,0,32:34,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
10.666666666666666,0.0,2,0,32:38,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
2.0,0.0,2,0,32:41,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
1.3333333333333333,0.0,0,0,32:45,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
9.666666666666666,0.0,1,1,32:49,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
17.666666666666668,0.0,1,1,32:53,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
24.333333333333332,0.0,1,1,32:57,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
27.0,0.0,1,1,33:00,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
37.666666666666664,0.0,1,1,33:04,1
APS,ABPS,SUBARP,MISS_MAC,TIME,CLASS
